"Word";"Phonetics";"DateEntryWord";"Definition";"RandomNumber";"CounterWords";"CumulWord";"Transl_F";"TypeOfWord";"Sentence";"DateSource";"TitleOfArticle";"Content";"Source"
"to corral";" ";9.3.1996 00:00:00;" ";27;0;0;"(*fig.) people, support r�unir";"adjectif";"Despite the shakiness of its economy, the Socialists even managed to win a regional election in Mr Gonzalez�s backyard, Andalusia. With left-wing parties still corralling more than half the vote nationwide, the heart of Spain still, it seems, beats a shad";9.3.1996 00:00:00;"Spain loses";;"The Economist"
"to boost";" ";27.3.1996 00:00:00;" ";0;0;0;"(Comm, Ind et: increase) price hausser, faire monter; 
output, productivity accro�tre, d�velopper
sales, product promouvoir, faire monter en fl�che";"adjectif";"Many retailers are trying to boost profits by persuading customers to buy cheaper (but higher-margin) goods as well as the computer itself. But what varies is the nature of the extras they sell.";23.3.1996 00:00:00;"Business: too good to last";;"The Economist"
"to shell out";"d";13.5.1996 00:00:00;" ";0;0;0;;"adjectif";"A government white paper that was to have proposed extra bank freedoms was delayed, in late March, by wrangling over two issues. Banks had expected to be granted the right to sell insurance through their 6,000-odd branches.";4.5.1996 00:00:00;"Limbo, seen from hell";"The latest of many attempts to abolish America�s Glass-Steagall banking act has stalled. While American bankers watch and wait, can they learn from their Canadian neighbours�experience of deregulation?";"The Economist"
"to wrangle (about/over)";"d";13.5.1996 00:00:00;" ";0;0;0;;"adjectif";"A government white paper that was to have proposed extra bank freedoms was delayed, in late March, by wrangling over two issues. Banks had expected to be granted the right to sell insurance through their 6,000-odd branches.";4.5.1996 00:00:00;"Limbo, seen from hell";"The latest of many attempts to abolish America�s Glass-Steagall banking act has stalled. While American bankers watch and wait, can they learn from their Canadian neighbours�experience of deregulation?";"The Economist"
"to haggle (over)";"d";26.4.1996 00:00:00;" ";0;0;0;;"adjectif";"Mr Pujol�s support for the last Socialist administration cost him votes because of its corrupt image. So Mr Pujol has been obliged to haggle hard over the new government.";20.4.1996 00:00:00;"Spain: soft soap";;"The Economist"
"to forge ahead";" ";27.3.1996 00:00:00;" ";0;0;0;"vi. prendre de l�avance, pousser de l�avant; (Racing) foncer";"adjectif";"While the East Asian tigers have already forged ahead with export-led manufacturing booms, India has remained poor, inward-looking and overwhelmingly agricultural.";23.3.1996 00:00:00;"Sofware in India: Bangalore bytes";;"The Economist"
"spree";" ";27.3.1996 00:00:00;" ";297;0;0;"f�te";"adjectif";"In most countries, it is thought that a large number of buyers are still poised to buy their first computer. This should keep retailers happy for several years to come. Britain, for instance, saw a huge buying spree last Christmas.";23.3.1996 00:00:00;"Business: too good to last";"It is remarkably hard to make money selling computers. But retailers seem to have no shortage of new strategies.";"The Economist"
"to be poised";" ";27.3.1996 00:00:00;" ";0;0;0;"(balanced) �tre en �quilibre;
(held hanging) �tre suspendu immobile";"adjectif";"In most countries, it is thought that a large number of buyers are still poised to buy their first computer. This should keep retailers happy for several years to come. Britain, for instance, saw a huge buying spree last Christmas.";23.3.1996 00:00:00;"Business: too good to last";"It is remarkably hard to make money selling computers. But retailers seem to have no shortage of new strategies.";"The Economist"
"to ebb away";"d";11.5.1996 00:00:00;" ";0;0;0;;"adjectif";"As thousands took to the streets in protest on May Day, the Chancellor must be hoping that the opposition will ebb away and that his country�s much-admired consensus model of government will enable Germany to reform itself smoothly, as it has done in the ";4.5.1996 00:00:00;"Germany. Is the model broken?
Germany�s social-market system is in worse shape than it looks";;"The Economist"
"to mop";" ";27.3.1996 00:00:00;" ";151;0;0;"vt. floor, surface essuyer";"adjectif";"A third category consists of stationers, such as Office Depot, which sell computer systems as if they were razors- except that, instead of returning for more blades, computer users come back in order to buy printer cartridges, paper, diskettes and little ";23.3.1996 00:00:00;"Business: too good to last";;"The Economist"
"fate";" ";8.5.1996 00:00:00;" ";0;0;0;"(force) destin, sort";"adjectif";"One example is Continental Illinois, a bad-debt-laden American bank that ran into trouble in 1984 after several Asian and European banks cut their lending to it. When rumours began to fly that other American banks might suffer the same fate, the Fed stepp";27.4.1996 00:00:00;"International banking: coping with the ups and downs";;"The Economist"
"to step in";"d";8.5.1996 00:00:00;" ";0;0;0;;"adjectif";"One example is Continental Illinois, a bad-debt-laden American bank that ran into trouble in 1984 after several Asian and European banks cut their lending to it. When rumours began to fly that other American banks might suffer the same fate, the Fed stepp";27.4.1996 00:00:00;"International banking: coping with the ups and downs";;"The Economist"
"jumble";"vu";27.3.1996 00:00:00;" ";616;0;1;"[ideas etc] confusion, enchev�trement, fouillis";"adjectif";"CompUSA and Computer City pack their stores with products in order to offer shoppers the widest possible choice. But although this appeals to consumers who have some idea of what they want, most first-time buyers crave some guidance through the jumble.";23.3.1996 00:00:00;"Business: too good to last";;"The Economist"
"to crave";"vu";2.4.1996 00:00:00;;655;0;0;" ";"adjectif";"CompUSA and Computer City pack their stores with products in order to offer shoppers the widest possible choice. But although this appeals to consumers who have some idea of what they want, most first-time buyers crave some guidance through the jumble.";23.3.1996 00:00:00;"Business: too good to last";;"The Economist"
"resolve";" ";5.4.1996 00:00:00;" ";0;0;0;"(decision) r�solution, d�cision
(U: resoluteness) r�solution, fermet�";"adjectif";"On the same day, Robert Johnson, district attorney (DA) for New York city�s crime-ridden Bronx, irked the governor by saying that he would not call for the death penalty under any circumstances. Mr Johnson�s resolve was put to the test this month when, in";30.3.1996 00:00:00;"The death penalty: Rumble in the Bronx";;"The Economist"
"to call for";"d";5.4.1996 00:00:00;" ";0;0;0;"(fig) courage demander, exiger, n�cessiter";"adjectif";"On the same day, Robert Johnson, district attorney (DA) for New York city�s crime-ridden Bronx, irked the governor by saying that he would not call for the death penalty under any circumstances. Mr Johnson�s resolve was put to the test this month when, in";30.3.1996 00:00:00;"The death penalty: Rumble in the Bronx";;"The Economist"
"to irk";" ";5.4.1996 00:00:00;" ";0;0;0;"vt. contrarier, ennuyer";"adjectif";"On the same day, Robert Johnson, district attorney (DA) for New York city�s crime-ridden Bronx, irked the governor by saying that he would not call for the death penalty under any circumstances. Mr Johnson�s resolve was put to the test this month when, in";30.3.1996 00:00:00;"The death penalty: Rumble in the Bronx";;"The Economist"
"to fall in with";"d";1.11.1995 00:00:00;" ";23;0;3;"vt. (agree to) proposal, suggestion accepter, agr�er.";"adjectif";"Normally aid-giving governments fall in with the IMF�s analyses and withold funds until its medecine has been swallowed by the government concerned.";28.10.1995 00:00:00;;;"The Economist"
"to muster";" ";27.3.1996 00:00:00;" ";0;0;0;"(assemble, collect) helpers, number, sum r�unir;
strength, courage, energy rassembler";"adjectif";"Against such competition (sales through telephone), retailers have to muster other traditional selling skills, such as choice and service.";23.3.1996 00:00:00;"Business: too good to last";;"The Economist"
"belatedly";" ";5.4.1996 00:00:00;" ";208;0;2;"adv. tardivement";"adjectif";"One of the government�s many mistakes in trying to implement its policies has been to fight too many battles at once.
But the result has been to produce an unmanageable coalescence of different grievances and fears. The  government is now belatedly tryin";9.12.1996 00:00:00;"The strength in Jupp�s inability to yield";;"The Economist"
"coalescence";;29.4.1996 00:00:00;" ";0;0;0;"(lit, fig) fusion, combinaison, union";"adjectif";"One of the government�s many mistakes in trying to implement its policies has been to fight too many battles at once.
But the result has been to produce an unmanageable coalescence of different grievances and fears. The  government is now belatedly tryin";9.12.1996 00:00:00;"The strength in Jupp�s inability to yield";;"The Economist"
"to ease off";"d";27.3.1996 00:00:00;" ";0;0;0;"vi. (slow down) ralentir; (work less hard) se rel�cher
[pressure] diminuer; [work, business] devenir plus calme.";"adjectif";"What retailers fear most is that the computer will lose its novelty value. In the United States, many stores are starting to find PC sales easing off. Retailers face a squeeze as the rate at which they build new capacity starts outpace the rate at which c";23.3.1996 00:00:00;"Business: too good to last";;"The Economist"
"minnow";" ";27.3.1996 00:00:00;" ";502;0;0;"vairon; (any small fish) fretin
(fig: unimportant person) menu fretin";"adjectif";"But Mr Mehta points out that, for all its success, India�s software industry is still a minnow -supplying just 0.5% of the world market.";23.3.1996 00:00:00;"Sofware in India: Bangalore bytes";;"The Economist"
"uppermost";" ";2.4.1996 00:00:00;" ";0;0;0;"adj. (highest) le plus haut, le plus �lev�; 
(on top) en dessus";"adjectif";"Two questions remain uppermost in people�s minds. First, did they or their families become infected with the human equivalent of BSE during the 1980s, before the government introduced measures to prevent suspect material entering the food chain?";30.3.1996 00:00:00;"Made in Britain";;"The Economist"
"fatuous";" ";2.4.1996 00:00:00;" ";0;0;0;"adj. person, remark imb�cile, sot, stupide";"adjectif";"The Labour Party charges the government with ""reckless disregard"" for public safety and excessive zeal for deregulation.   ....
It is unfair to accuse the Tories of recklessness, and fatuous to connect the BSE scare with deregulation.";30.3.1996 00:00:00;"Made in Britain";;"The Economist"
"reckless";"vu";2.4.1996 00:00:00;" ";560;0;0;"adj. (heedless) insouciant; (rash) imprudent, t�m�raire";"adjectif";"The Labour Party charges the government with ""reckless disregard"" for public safety and excessive zeal for deregulation.   ....
It is unfair to accuse the Tories of recklessness, and fatuous to connect the BSE scare with deregulation.";30.3.1996 00:00:00;"Made in Britain";;"The Economist"
"scaremonger";" ";2.4.1996 00:00:00;" ";0;0;0;"alarmiste";"adjectif";"The Labour Party charges the government with ""reckless disregard"" for public safety and excessive zeal for deregulation.   ....
It is unfair to accuse the Tories of recklessness, and fatuous to connect the BSE scare with deregulation.";30.3.1996 00:00:00;"Made in Britain";;"The Economist"
"to dispirit";" ";2.4.1996 00:00:00;" ";0;0;0;"vt. d�courager, d�primer, abattre";"adjectif";"The initial shock of last week�s revelations about the transmissibility of mad-cow disease to humans has faded. Unfortunately, it is giving way not to a sober assessment of choices, but to a party-political quarrel of dipiriting, albeit predictable, vapid";30.3.1996 00:00:00;"Made in Britain";;"The Economist"
"vapidity";" ";2.4.1996 00:00:00;" ";0;0;0;"[conversation] insipidit�; [style] platitude";"adjectif";"The initial shock of last week�s revelations about the transmissibility of mad-cow disease to humans has faded. Unfortunately, it is giving way not to a sober assessment of choices, but to a party-political quarrel of dipiriting, albeit predictable, vapid";30.3.1996 00:00:00;"Made in Britain";;"The Economist"
"to bank on (1)";"d";19.4.1996 00:00:00;"confidently expect, reckon on/upon (qv)";381;0;0;;"adjectif";"""We expect the generality of prices to continue to fall, particularly for domestic customers..."" If the savings are passed on to consumers, that may be right. But in view of what has happened since privatisation, it would be unwise to bank on this.";13.4.1996 00:00:00;"Short circuit";"the decision of the Monopolies and Mergers Commission to approve two big electricity mergers will reduce competition and harm consumers.";"The Economist"
